Time [s];X [m];Y [m];Z [m];Speed [km/h]
0.0;-173.02865230556898;124.52143513090328;196.3237892667853;263.0
0.43537688442211053;-146.0970674588871;158.65394372212828;196.60154891775642;270.3105681628166
0.8707537688442211;-131.06625191366462;178.45381718666715;196.80662891316175;274.7488306400936
1.3061306532663317;-112.56670863959418;203.71560187448122;197.09629672393257;278.7050689490665
1.7415075376884421;-92.61754343102491;231.21075331644613;197.5221026168928;285.0467646617899
2.1768844221105526;-72.98221785872157;258.1828213324286;197.96074529716606;288.7861138865928
2.6122613065326634;-50.68062102438645;290.1280562862395;198.55569551841637;293.33224232528045
3.047638190954774;-29.822770803294137;321.4135819485842;199.06476204573795;291.9657536302602
3.4830150753768843;-6.706668903208973;354.973811664354;199.59567799873824;297.0020666797917
3.9183919597989947;9.037571554152834;376.1531989096614;199.94642142879536;297.23227713617143
4.353768844221105;31.582932044668652;403.003114352864;200.75495807169642;301.848668756355
4.7891457286432155;57.174607252062;426.58652197595194;201.08653387757184;299.46560055360453
5.224522613065327;89.17700473532268;443.40698060306994;201.42041223959941;297.9641826653276
5.659899497487437;126.81422871376685;451.77885554058105;201.63416678231124;295.85887029127946
6.095276381909548;159.95993175729828;451.78472092586156;202.00412873628886;294.31375713964513
6.530653266331658;201.72932244023153;447.3574511842223;202.58527656893293;297.07889106836166
6.9660301507537685;231.40986315355383;444.20736858516716;202.79574382279873;297.9427575617465
7.401407035175879;266.4416701584943;444.8067324108027;203.3113335228419;298.0024340381906
7.836783919597989;307.77760383897936;455.03057783846043;203.92465888417857;296.98727566353733
8.2721608040201;344.25713650501393;473.89323569767845;204.61722847526084;297.00052203242996
8.70753768844221;366.24301390785183;492.123560468576;204.7980130501279;297.03451012379725
9.14291457286432;391.993286381031;517.7033239430324;205.04377443082717;295.2556113271389
9.578291457286431;418.11319191066525;542.8533538670661;205.17838282270665;291.3719160954288
10.013668341708541;441.1709464091444;563.2197738326547;205.4008180155844;221.9964584211143
10.449045226130654;460.5119161992522;578.7435126511828;205.50576229944318;177.96084757359657
10.884422110552764;476.9719205569174;587.9470025638736;205.49611748701895;153.12679493246182
11.319798994974875;494.3116068481066;590.0693722489964;205.31434852637454;141.83447919081652
11.755175879396985;510.0260393063695;586.4639471445928;205.3925342081648;130.85712438930673
12.190552763819095;522.2580835426653;578.2563171893587;205.67134813899892;122.09497066010208
12.625929648241206;532.712377038868;563.4808085374309;205.92948332711563;120.18113970638449
13.061306532663316;536.0715554154739;552.2694342389611;205.91190718734504;127.94194155204036
13.496683417085427;538.4867607935762;536.9581391065385;206.03809001377806;134.26143886425353
13.932060301507537;539.9313501584697;520.4438113573955;206.3430689249396;146.53267123736774
14.367437185929647;543.4206209738678;504.5670420681403;206.58607022910934;138.9473164342824
14.802814070351758;550.4214126070992;490.92920602815053;206.60307247590657;124.33695711758315
15.238190954773868;562.5508103626654;478.7091535572008;206.46835006788498;98.28814652253267
15.673567839195979;569.9786287084751;474.6084574971705;206.48343298127745;98.68434082329605
16.10894472361809;581.1075387035359;473.48308724226615;206.4546972893309;85.52409813039748
16.5443216080402;590.5748248684956;478.0117590153325;206.39096367387424;72.55682531962309
16.97969849246231;598.4881973441534;485.47711180631626;206.39523373074186;103.2669557873365
17.41507537688442;607.3331643547978;496.69566900400775;206.5206173132604;115.55545984407954
17.850452261306533;615.1890231696892;511.57764128415283;206.49999550512436;127.98174567100794
18.28582914572864;620.1284068473436;523.7993878047974;206.50391993554354;151.19119536511585
18.721206030150753;625.9279783850272;542.9775406893522;206.40366529068893;171.59719533250436
19.156582914572862;630.7510318804422;564.499663942552;206.50104191745027;209.08216775802416
19.591959798994974;633.3160945297824;592.5839562068154;206.38782688656735;221.79556493633942
20.027336683417083;631.1902398399408;617.2324725327294;206.32522972959194;215.31871801709718
20.462713567839195;624.449277305483;643.8948897318785;206.22415963838898;223.95189568731658
20.898090452261307;609.9403107681153;673.2773258785115;206.3462027928727;235.72295342634257
21.333467336683416;593.0078885713823;696.7071721265069;206.40824113911313;242.8305457086146
21.768844221105528;574.4802997837279;714.6693879749378;206.39994451092286;247.34867403429308
22.204221105527637;546.8614245559985;736.8997413964681;206.39998597635275;259.3947092068788
22.63959798994975;524.4205708734456;754.2976309835605;206.39982029415359;281.283868058617
23.074974874371858;497.4471683588597;776.3863455370748;206.40366418095763;274.1885269277824
23.51035175879397;474.30322450190096;796.1147476788151;206.4162748668775;279.1214211409549
23.94572864321608;439.9833213341891;825.6046686990301;206.38626662946817;285.391452146629
24.38110552763819;416.02014752658675;846.1979962166741;206.39590672968063;290.3225605973237
24.8164824120603;388.1588849745813;870.083982584038;206.29363606573946;294.51034362160283
25.25185929648241;369.1907409651827;886.8173200800477;206.30259162165646;297.71255292348457
25.68723618090452;335.88211871002284;915.9901098726009;206.340361059272;302.34499891841915
26.122613065326632;312.8049918514536;936.2495193769886;206.28219038967458;306.0191240749137
26.55798994974874;284.7509779317537;960.7641877743447;206.1049437129126;307.72372612737104
26.993366834170853;257.2054556365817;984.6995661128831;205.8850714052061;310.9810731066994
27.428743718592962;219.5152394694809;1018.0278528211423;205.26256912512946;312.66303672412874
27.864120603015074;200.41873379332839;1035.1580454886926;204.98819976478393;307.474560479206
28.299497487437186;172.16900730906076;1059.9897310221038;204.5376804357806;312.1804676653067
28.734874371859295;131.9478490497035;1086.9677400966812;203.94675922626823;293.32300643043527
29.170251256281407;113.28153859222951;1092.5155191242138;203.6702724618016;246.30393565182396
29.605628140703516;87.22789530712174;1095.0043513282924;203.4033316617806;211.48447111121416
