Time [s];X [m];Y [m];Z [m];Speed [km/h]
0.0;-169.7;128.4;196.2;261.0
0.4331809045226131;-155.47881942298568;146.34838729720119;196.0986806568387;264.7916049514582
0.8663618090452262;-135.99355494289995;171.52520762220155;196.70004060582787;274.34594524691374
1.2995427135678392;-109.39402166510764;208.14443707100477;197.12053271297503;278.60578914913106
1.7327236180904524;-96.58669677827349;225.75095827261148;197.39962653761611;281.39955489526005
2.1659045226130655;-76.28932279233419;253.4022250092187;197.7257039329805;285.07324207476466
2.5990854271356785;-56.2206612944197;281.7974872883632;198.3179352858663;290.2305715745257
3.032266331658292;-36.781143065108296;310.85489887405294;198.91963989903;291.928254022177
3.4654472361809048;-17.077696063720953;340.16315492650205;199.3999941166426;294.199357730714
3.8986281407035177;3.8233974892733666;369.225407715234;199.87127040109502;293.98017279484105
4.331809045226131;32.20665172957605;403.19000265570077;200.76612114307272;298.92692505586336
4.7649899497487445;48.562341220170055;420.0088873255795;201.02744864067046;297.23646954693305
5.198170854271357;89.98956021369901;443.5304749848503;201.3905182180541;296.8925329953879
5.63135175879397;114.10413054127379;449.6173308916959;201.50857390107345;297.00497619297124
6.064532663316584;150.74285150723966;452.0998453901596;201.90078293258543;295.0010127675423
6.497713567839196;195.0200624839654;448.1476330198175;202.5188401337008;295.03314463085127
6.9308944723618096;222.01303927852217;444.67365423747975;202.65603663355313;297.9258532759054
7.364075376884423;257.27222148959993;443.77313551135273;203.0361638662173;300.57387867597856
7.797256281407035;301.4643146169601;451.97883968798766;203.78108996218984;298.9833810400241
8.230437185929649;331.7443457394129;466.6177350408932;204.24672817167337;298.382769480829
8.663618090452262;358.60437459746987;485.38749505704004;204.76600486585997;298.007669936551
9.096798994974876;389.4608556883785;515.0529965261555;204.98845279942728;297.87005287028586
9.529979899497489;417.94931198258394;542.6569487631874;205.18780608373928;301.4247055936069
9.9631608040201;435.73970373599695;558.5647289372798;205.29741051022074;249.44669765406422
10.396341708542714;461.3478523392067;579.5944488584387;205.37690043928174;201.40177821206316
10.829522613065327;475.707187811569;587.6455500412562;205.66922073086658;189.00779627807745
11.26270351758794;497.3980436083361;589.8324905055367;205.32576204371537;148.2838730938588
11.695884422110554;511.38275270136825;585.8613062749004;205.40391806984357;126.93840738517281
12.129065326633167;521.6476014504589;578.8914247579602;205.73195571049132;111.08796038335616
12.562246231155779;531.5519741650221;564.8776783539535;205.7368366673266;107.33487678411315
12.995427135678392;536.1232761149687;551.6045338094751;205.89336942309967;112.39440190733707
13.428608040201006;537.89224882726;541.6713064077776;205.99953643803178;122.93844222978285
13.861788944723619;539.4025398159399;525.0915882223507;206.3004863032749;140.68364875099195
14.294969849246232;543.232362883913;505.0424498685228;206.59988714062607;150.56348592651977
14.728150753768846;547.6231639136236;495.22102620146484;206.50188440018414;127.49300482092177
15.16133165829146;556.4859652709245;483.91182117970703;206.50887179166634;115.31159617063535
15.59451256281407;568.0104628418776;475.3322910328685;206.3897266769378;99.85784797392894
16.027693467336686;576.9228505802566;472.8611953667279;206.5000237774109;90.15512197033704
16.460874371859298;587.7687435832793;476.06784527883485;206.3189528214427;85.29392105199327
16.89405527638191;595.3819181273108;482.4191604155896;206.34546179634538;92.38438516158983
17.327236180904524;603.0085385704531;490.9418310968831;206.33458853454894;99.25246871149596
17.760417085427136;610.0298922259874;501.6430408576036;206.4776296382994;117.04285673230326
18.19359798994975;618.6189556791625;519.7394287749383;206.4579966927606;138.00053900221502
18.626778894472363;622.4495856698608;530.9137023095345;206.337681134773;159.22450353674344
19.059959798994978;629.1506476107229;556.4618245039837;206.4951473404951;175.98761014285262
19.49314070351759;632.1114473132404;574.1132555288492;206.49657299098735;193.037440626677
19.9263216080402;632.5672188749081;603.82085387623;206.31710215322306;204.25430005008278
20.359502512562816;629.7129118872879;625.3348072841533;206.29933299799688;221.31955849692872
20.792683417085428;621.3877188300623;651.3514482837626;206.18195657167098;230.0728701014917
21.225864321608043;605.9122806297669;679.627542404794;206.318089893543;236.30929903354323
21.659045226130655;590.5238666480784;699.1648023876961;206.62331161791192;247.28158582108495
22.09222613065327;568.2233907143207;719.9487035668841;206.41836956637997;251.72440746543865
22.52540703517588;543.6837977409552;739.1362442128348;206.61036727168587;258.94750583870524
22.958587939698493;518.4433878467592;758.8611289510849;206.40033252390327;255.74541822079053
23.391768844221108;494.8693446675071;779.7239314324395;206.4317316141735;325.33267037344183
23.82494974874372;468.7983177402936;800.7975452240282;206.3782034301615;277.95289542169905
24.258130653266335;444.02824274348035;822.1409297626269;206.45748837187836;284.4508018928391
24.691311557788946;412.96048186560313;848.8744045017668;206.53013849862853;290.5111475158607
25.124492462311558;387.3298240890991;870.202645617398;206.29056052901498;296.05665118518044
25.557673366834173;354.78417175925114;899.3605327913554;206.23209855144884;300.0087711341647
25.990854271356785;336.1446887603571;915.695147444022;206.28944539816482;303.79181225705986
26.4240351758794;302.20027481764686;945.4540381523739;206.13315649063503;307.45280109920526
26.85721608040201;277.45220259629224;967.0103411559455;205.9913390075319;308.1606408917503
27.290396984924627;247.31127424320636;993.2802298804348;205.63463908601824;311.87481081841463
27.723577889447238;221.73050323148817;1015.9708006276825;205.31503076268197;314.016207952775
28.15675879396985;194.25358996060493;1040.664407892105;204.848794226284;313.7699837257303
28.589939698492465;157.26026309499622;1070.975095626447;204.23470405689903;311.5578676871728
29.023120603015077;134.93593092199265;1084.5854896390024;203.9000730160512;278.17870282500314
29.45630150753769;103.01400364729915;1094.2209449190455;203.50584392833224;242.72421611258665
